,title,year,critic_score,people_score,type,genre,rating,original_language,box_office_(gross_usa),runtime,director,producer,writer,crew,original_language,Origin/Ethnicity,color
141,Sing Street,2016,95,92.0,Art House & International,"comedy, drama, romance, music",PG-13 (Drug Material|A Suggestive Image|Thematic Elements|Some Bullying Behavior|Strong Language|Teen Smoking),English,$3.2M,1h 46m,John Carney,"['Anthony Bregman', ' Martina Niland', ' John Carney']",['John Carney'],"['Ferdia Walsh-Peelo', ' Lucy Boynton', ' Jack Reynor', ' Aidan Gillen', ' Maria Doyle Kennedy', ' Mark McKenna', ' Ian Kenny', ' Ben Carolan', ' Percy Chamburuka', ' John Carney', ' John Carney', ' Anthony Bregman', ' Martina Niland', ' John Carney', ' Kevin Frakes', ' Raj Brinder Singh', ' Bob Weinstein', ' Harvey Weinstein', ' Yaron Orbach']",English,British,red
142,The Blue Angel,1930,96,86.0,Art House & International,drama,,German,,1h 34m,Josef von Sternberg,['Erich Pommer'],,"['Emil Jannings', ' Marlene Dietrich', ' Hans Albers', ' Kurt Gerron', ' Rosa Valetti', ' Reinhold Bernt', ' Hans Roth', ' Rolf Müller', ' Josef von Sternberg', ' Erich Pommer']",German,American,red
143,God's Own Country,2017,98,87.0,Art House & International,"gay and lesbian, drama, romance",,English (United Kingdom),$281.5K,1h 44m,Francis Lee,"['Manon Ardisson', ' Jack Tarling']",['Francis Lee'],"[""Josh O'Connor"", ' Alec Secareanu', ' Gemma Jones', ' Ian Hart', ' Patsy Ferran', ' Melanie Kilburn', ' Liam Thomas', ' Francis Lee', ' Francis Lee', ' Manon Ardisson', ' Jack Tarling', ' Cavan Ash', ' Mary Burke', ' Anna Duffield', ' Richard Holmes', ' Diarmid Scrimshaw', ' Paul Webster']",English (United Kingdom),British,red
144,Loveless,2017,95,83.0,Art House & International,drama,R (Graphic Nudity|A Brief Disturbing Image|Language|Strong Sexuality),Russian,$564.1K,2h 7m,Andrey Zvyagintsev,"['Gleb Fetisov', ' Sergey Melkumov', ' Alexander Rodnyansky']","['Oleg Negin', ' Andrey Zvyagintsev']","['Maryana Spivak', ' Matvey Novikov', ' Marina Vasilyeva', ' Andris Keishs', ' Daria Pisareva', ' Varvara Shmykova', ' Sergey Borisov', ' Andrey Zvyagintsev', ' Oleg Negin', ' Andrey Zvyagintsev', ' Gleb Fetisov', ' Sergey Melkumov', ' Alexander Rodnyansky', ' Evgueni Galperine', ' Mikhail Krichman']",Russian,Russian,red
145,The Road,1954,98,93.0,Art House & International,drama,,English,,1h 55m,Federico Fellini,['Dino De Laurentiis'],"['Federico Fellini', ' Ennio Flaiano', ' Tullio Pinelli', ' Carlo Ponti']","['Anthony Quinn', ' Giulietta Masina', ' Richard Basehart', ' Aldo Silvani', ' Marcella Rovere', ' Livia Venturini', ' Gustavo Giorgi', ' Mario Passante', ' Federico Fellini', ' Federico Fellini', ' Ennio Flaiano', ' Tullio Pinelli', ' Dino De Laurentiis', ' Carlo Ponti', ' Nino Rota', ' Otello Martelli', ' Carlo Carlini', ' Leo Cattozzo']",English,American,red
146,Timbuktu,2014,98,77.0,Art House & International,drama,PG-13 (Thematic Elements|Some Violence),French (France),$1.1M,1h 37m,Abderrahmane Sissako,"['Rémi Burah', ' Etienne Comar', ' Sylvie Pialat', ' Olivier Père']","['Abderrahmane Sissako', ' Kessen Tall']","['Ibrahim Ahmed', ' Toulou Kiki', ' Abel Jafri', ' Fatoumata Diawara', ' Hichem Yacoubi', ' Kettly Noël', ' Layla Walet Mohamed', ' Adel Mahmoud Cherif', ' Salem Dendou', ' Abderrahmane Sissako', ' Abderrahmane Sissako', ' Kessen Tall', ' Rémi Burah', ' Etienne Comar', ' Sylvie Pialat', ' Nadia Ben Rachid']",French (France),American,red
147,Poetry,2010,100,86.0,Art House & International,drama,,Korean,$355.0K,2h 19m,Chang-dong Lee,['Jun-dong Lee'],['Chang-dong Lee'],"['Jeong-hee Yoon', ' Da-wit Lee', ' Hira Kim', ' Ahn Naesang', ' Yong-taek Kim', ' Chang-dong Lee', ' Chang-dong Lee', ' Jun-dong Lee', ' Hyun Seok Kim', ' Hyun Kim']",Korean,South_Korean,red
148,Godzilla,1954,93,89.0,Art House & International,sci fi,,Japanese,,1h 38m,Ishirô Honda,['Tomoyuki Tanaka'],"['Ishirô Honda', ' Shigeru Kayama']","['Takashi Shimura', ' Momoko Kochi', ' Akira Takarada', ' Akihiko Hirata', ' Sachio Sakai', ' Fuyuki Murakami', ' Ren Yamamoto', ' Ishirô Honda', ' Ishirô Honda', ' Shigeru Kayama', ' Tomoyuki Tanaka', ' Masao Tamai']",Japanese,American,red
149,After the Storm,2016,96,80.0,Art House & International,drama,,Japanese,$270.2K,1h 57m,Hirokazu Kore-eda,,['Hirokazu Kore-eda'],"['Hiroshi Abe', ' Kirin Kiki', ' Taiyô Yoshizawa', ' Hirokazu Kore-eda', ' Hirokazu Kore-eda', ' Hirokazu Kore-eda']",Japanese,Japanese,red
150,The Vanishing,1988,98,88.0,Art House & International,mystery and thriller,,Dutch,,1h 46m,George Sluizer,"['Anne Gordon', ' George Sluizer']",,"['Bernard-Pierre Donnadieu', ' Gene Bervoets', ' Johanna Ter Steege', ' Gwen Eckhaus', ' George Sluizer', ' Anne Gordon', ' George Sluizer']",Dutch,American,red
151,Transit,2018,94,62.0,Art House & International,"history, drama",,German,$815.3K,1h 41m,Christian Petzold,"['Florian Koerner von Gustorf', ' Antonin Dedet']",['Christian Petzold'],"['Franz Rogowski', ' Paula Beer', ' Godehard Giese', ' Barbara Auer', ' Sebastian Hülk', ' Maryam Zaree', ' Antoine Oppenheim', ' Christian Petzold', ' Christian Petzold', ' Florian Koerner von Gustorf', ' Antonin Dedet', ' Hans Fromm', ' Bettina Böhler', ' Stefan Will']",German,Russian,red
152,Blue,1993,98,93.0,Art House & International,drama,R,French (Canada),$539.2K,1h 37m,Krzysztof Kieslowski,['Marin Karmitz'],,"['Juliette Binoche', ' Benoît Régent', ' Florence Pernel', ' Hélène Vincent', ' Philippe Volter', ' Hugues Quester', ' Emmanuelle Riva', ' Julie Delpy', ' Zbigniew Zamachowski', ' Alain Decaux', ' Krzysztof Kieslowski', ' Marin Karmitz']",French (Canada),Bollywood,red
153,Monsieur Lazhar,2011,97,86.0,Art House & International,drama,PG-13 (Mature Thematic Material|Brief Language|A Disturbing Image),French (Canada),$2.0M,1h 34m,Philippe Falardeau,"['Luc Déry', ' Kim McCraw']",['Philippe Falardeau'],"['Fellag', ' Danielle Proulx', ' Brigitte Poupart', ' Jules Philip', ' Daniel Gadouas', ' Louis Champagne', ' Seddik Benslimane', ' Philippe Falardeau', ' Philippe Falardeau', ' Kim McCraw']",French (Canada),Canadian,red
154,Maria Full of Grace,2004,97,87.0,Art House & International,drama,R (Language|Drug Content),English,$6.5M,1h 41m,Joshua Marston,['Paul S. Mezey'],['Joshua Marston'],"['Catalina Sandino Moreno', ' Yenny Paola Vega', ' Guilied Lopez', ' Patricia Rae', ' Wilson Guerrero', ' Jaime Osorio Gómez', ' Johanna Andrea Mora', ' Joshua Marston', ' Joshua Marston', ' Paul S. Mezey', ' Jaime Osorio Gómez', ' Jim Denault', ' Becky Glupczynski', ' Monica Marulanda']",English,American,red
155,My Left Foot,1989,98,92.0,Art House & International,biography,R,English,$14.5M,1h 43m,Jim Sheridan,['Noel Pearson'],,"['Daniel Day-Lewis', ' Ray McAnally', ' Brenda Fricker', ' Ruth McCabe', ' Fiona Shaw', ' Eanna Macliam', ' Alison Whelan', ' Declan Croghan', "" Hugh O'Conor"", ' Cyril Cusack', ' Jim Sheridan', ' Paul M. Heller', ' Steve Morrison', ' Noel Pearson', ' Jack Conroy', ' J. Patrick Duffner', ' Nuala Moiselle', ' Kevin Barker']",English,British,red
156,Throne of Blood,1957,95,94.0,Art House & International,drama,,Japanese,,1h 48m,Akira Kurosawa,"['Akira Kurosawa', ' Sojiro Motoki']",,"['Toshirô Mifune', ' Isuzu Yamada', ' Takashi Shimura', ' Minoru Chiaki', ' Akira Kubo', ' Takamaru Sasaki', ' Chieko Naniwa', ' Akira Kurosawa', ' Shinobu Hashimoto', ' Ryûzô Kikushima', ' Akira Kurosawa', ' Hideo Oguni', ' Akira Kurosawa', ' Sojiro Motoki', ' Asakazu Nakai', ' Akira Kurosawa']",Japanese,Japanese,red
157,Solaris,1972,94,90.0,Art House & International,"drama, sci fi",PG,Russian,,2h 49m,Andrei Tarkovsky,['Viacheslav Tarasov'],,"['Natalya Bondarchuk', ' Donatas Banionis', ' Jüri Järvet', ' Nikolay Grinko', ' Anatoliy Solonitsyn', ' Sos Sarkisyan', ' Olga Barnet', ' Aleksandr Misharin', ' Andrei Tarkovsky', ' Stanislaw Lem', ' Andrei Tarkovsky', ' Viacheslav Tarasov', ' Vadim Yusov', ' Lyudmila Feyginova', ' Mikhail Romadin']",Russian,American,red
158,My Beautiful Laundrette,1985,98,75.0,Art House & International,"comedy, drama, gay and lesbian",R,English,,1h 37m,Stephen Frears,"['Tim Bevan', ' Sarah Radclyffe']",['Hanif Kureishi'],"['Daniel Day-Lewis', ' Gordon Warnecke', ' Saeed Jaffrey', ' Roshan Seth', ' Derrick Branche', ' Shirley Anne Field', ' Rita Wolf', ' Souad Faress', ' Stephen Frears', ' Hanif Kureishi', ' Tim Bevan', ' Sarah Radclyffe', ' Stanley Myers', ' Ludus Tonalis', ' Oliver Stapleton', ' Mick Audsley', ' Debbie McWilliams', ' Hugo Luczyc-Wyhowski']",English,British,red
159,It Happened One Night,1934,99,93.0,Classics,romance,,English,,1h 45m,Frank Capra,"['Frank Capra', ' Harry Cohn']","['Samuel Hopkins Adams', ' Robert Riskin']","['Claudette Colbert', ' Clark Gable', ' Walter Connolly', ' Roscoe Karns', ' Alan Hale', ' Ward Bond', ' Frank Capra', ' Frank Capra', ' Samuel Hopkins Adams', ' Robert Riskin', ' Frank Capra']",English,American,red
160,Citizen Kane,1941,99,90.0,Classics,drama,PG,English,$977.3K,1h 59m,Orson Welles,['Orson Welles'],"['Herman J. Mankiewicz', ' Orson Welles', ' John Houseman']","['Orson Welles', ' Joseph Cotten', ' Ruth Warrick', ' Everett Sloane', ' Agnes Moorehead', ' Dorothy Comingore', ' Ray Collins', ' George Coulouris', ' William Alland', ' Paul Stewart', ' Orson Welles', ' Herman J. Mankiewicz', ' Orson Welles', ' John Houseman', ' Orson Welles', ' Bernard Herrmann', ' Gregg Toland', ' Robert Wise', ' Van Nest Polglase', ' Perry Ferguson']",English,American,red
161,Casablanca,1942,99,95.0,Classics,drama,PG,English,,1h 42m,Michael Curtiz,['Hal B. Wallis'],"['Julius J. Epstein', ' Philip G. Epstein', ' Howard Koch']","['Humphrey Bogart', ' Ingrid Bergman', ' Paul Henreid', ' Claude Rains', ' Conrad Veidt', ' Peter Lorre', ' Sydney Greenstreet', ' Dooley Wilson', ' Marcel Dalio', ' S.Z. Sakall', ' Michael Curtiz', ' Murray Burnett', ' Joan Alison', ' Julius J. Epstein', ' Philip G. Epstein', ' Howard Koch', ' Hal B. Wallis', ' Jack L. Warner', ' M.K. Jerome', ' Jack Scholl']",English,American,red
162,The Wizard of Oz,1939,98,89.0,Classics,"kids and family, musical, fantasy",G,English,$5.5M,1h 41m,Victor Fleming,"['Victor Fleming', ' Mervyn LeRoy']","['Noel Langley', ' Florence Ryerson', ' Edgar Allan Woolf']","['Judy Garland', ' Frank Morgan', ' Ray Bolger', ' Bert Lahr', ' Jack Haley', ' Billie Burke', ' Margaret Hamilton', ' Charley Grapewin', ' Pat Walshe', ' Clara Blandick', ' Victor Fleming', ' L. Frank Baum', ' Noel Langley', ' Florence Ryerson', ' Edgar Allan Woolf', ' Victor Fleming', ' Mervyn LeRoy', ' Harold Arlen', ' Herbert Stothart', ' Felix Mendelssohn Bartholdy']",English,American,red
163,All About Eve,1950,99,94.0,Classics,drama,,English,$10.2K,2h 18m,Joseph L. Mankiewicz,['Darryl F. Zanuck'],['Joseph L. Mankiewicz'],"['Bette Davis', ' Anne Baxter', ' Celeste Holm', ' George Sanders', ' Gary Merrill', ' Hugh Marlowe', ' Thelma Ritter', ' Marilyn Monroe', ' Gregory Ratoff', ' Barbara Bates', ' Joseph L. Mankiewicz', ' Joseph L. Mankiewicz', ' Darryl F. Zanuck', ' Alfred Newman', ' Franz Liszt', ' Milton Krasner', ' Barbara McLean', ' Lyle R. Wheeler', ' George W. Davis']",English,American,red
164,Rebecca,1940,100,92.0,Classics,mystery and thriller,,English,,2h 10m,Alfred Hitchcock,['David O. Selznick'],"['Robert E. Sherwood', ' Joan Harrison']","['Laurence Olivier', ' Joan Fontaine', ' Judith Anderson', ' George Sanders', ' Nigel Bruce', ' Reginald Denny', ' C. Aubrey Smith', ' Gladys Cooper', ' Florence Bates', ' Leo G. Carroll', ' Alfred Hitchcock', ' Philip MacDonald', ' Robert E. Sherwood', ' Joan Harrison', ' David O. Selznick', ' Franz Waxman', ' Hal C. Kern']",English,American,red
165,Modern Times,1936,100,95.0,Classics,comedy,G,English,$163.2K,1h 29m,Charlie Chaplin,['Charlie Chaplin'],['Charlie Chaplin'],"['Charlie Chaplin', ' Paulette Goddard', ' Henry Bergman', ' Tiny Sandford', ' Chester Conklin', ' Hank Mann', ' Stanley Blystone', ' Cecil Reynolds', ' Charlie Chaplin', ' Charlie Chaplin', ' Charlie Chaplin', ' Charlie Chaplin', ' Ira H. Morgan', ' Jack Wilson', ' Carter DeHaven']",English,American,red
166,A Night at the Opera,1935,97,91.0,Classics,comedy,,English,,1h 33m,Sam Wood,,,"['Groucho Marx', ' Harpo Marx', ' Kitty Carlisle', ' Chico Marx', ' Margaret Dumont', ' Allan Jones', ' Walter Woolf King', ' Sig Ruman', ' Sam Wood']",English,American,red
167,The Third Man,1949,99,93.0,Classics,mystery and thriller,,English,$447.0K,1h 44m,Carol Reed,"['Alexander Korda', ' Carol Reed', ' David O. Selznick']",['Graham Greene'],"['Orson Welles', ' Joseph Cotten', ' Trevor Howard', ' Alida Valli', ' Ernst Deutsch', ' Erich Ponto', ' Siegfried Breuer', ' Bernard Lee', ' Hedwig Bleibtreu', ' Carol Reed', ' Graham Greene', ' Alexander Korda', ' Graham Greene', ' Alexander Korda', ' Hugh Perceval', ' Carol Reed', ' David O. Selznick', ' Anton Karas', ' Robert Krasker']",English,British,red
168,Singin' in the Rain,1952,100,95.0,Classics,"comedy, musical",G,English,$23.9K,1h 42m,"Stanley Donen, Gene Kelly",['Arthur Freed'],"['Betty Comden', ' Adolph Green']","['Gene Kelly', ' Debbie Reynolds', "" Donald O'Connor"", ' Jean Hagen', ' Millard Mitchell', ' Rita Moreno', ' Douglas Fowley', ' Cyd Charisse', ' Madge Blake', ' King Donovan', ' Stanley Donen', ' Gene Kelly', ' Betty Comden', ' Adolph Green', ' Arthur Freed', ' Nacio Herb Brown', ' Adrienne Fazan', ' Randall Duell']",English,American,red
169,All Quiet on the Western Front,1930,98,89.0,Classics,war,,English,,1h 45m,Lewis Milestone,['Carl Laemmle Jr.'],"['Erich Maria Remarque', ' Lewis Milestone']","['Lew Ayres', ' Louis Wolheim', ' Raymond Griffith', ' Slim Summerville', ' Russell Gleason', ' William Bakewell', ' Scott Kolk', ' Walter Rogers', ' Ben Alexander', ' Lewis Milestone', ' Erich Maria Remarque', ' George Abbott', ' Del Andrews', ' Maxwell Anderson', ' Maxwell Anderson', ' Lewis Milestone', ' Carl Laemmle Jr.', ' Arthur Edeson']",English,American,red
170,On the Waterfront,1954,99,95.0,Classics,drama,,English,,1h 48m,Elia Kazan,['Sam Spiegel'],['Budd Schulberg'],"['Marlon Brando', ' Eva Marie Saint', ' Karl Malden', ' Lee J. Cobb', ' Rod Steiger', ' Leif Erickson', ' Pat Henning', ' James Westerfield', ' Tony Galento', ' Tami Mauriello', ' Elia Kazan', ' Budd Schulberg', ' Budd Schulberg', ' Sam Spiegel', ' Leonard Bernstein', ' Boris Kaufman', ' Gene Milford', ' Mary Roche']",English,American,red
171,The Kid,1921,100,95.0,Classics,"comedy, drama",,,,1h,Charlie Chaplin,['Charlie Chaplin'],['Charlie Chaplin'],"['Charlie Chaplin', ' Jack Coogan', ' Edna Purviance', ' Carl Miller', ' Granville Redmond', ' May White', ' Tom Wilson', ' Henry Bergman', ' Charles Reisner', ' Raymond Lee', ' Charlie Chaplin', ' Charlie Chaplin', ' Charlie Chaplin']",,American,red
172,Psycho,1960,96,95.0,Classics,"mystery and thriller, horror",R,English,,1h 49m,Alfred Hitchcock,['Alfred Hitchcock'],['Joseph Stefano'],"['Anthony Perkins', ' Janet Leigh', ' Vera Miles', ' John Gavin', ' Martin Balsam', ' John McIntire', ' Simon Oakland', ' John Anderson', ' Frank Albertson', ' Patricia Hitchcock', ' Alfred Hitchcock', ' Robert Bloch', ' Joseph Stefano', ' Alfred Hitchcock', ' Bernard Herrmann', ' John L. Russell', ' George Tomasini']",English,American,red
173,Laura,1944,100,91.0,Classics,mystery and thriller,,English,,1h 28m,Otto Preminger,['Otto Preminger'],"['Jay Dratler', ' Samuel Hoffenstein', ' Elizabeth Reinhardt']","['Gene Tierney', ' Dana Andrews', ' Clifton Webb', ' Vincent Price', ' Judith Anderson', ' James Flavin', ' Clyde Fillmore', ' Ralph Dunn', ' Grant Mitchell', ' Otto Preminger', ' Otto Preminger', ' Jay Dratler', ' Samuel Hoffenstein', ' Elizabeth Reinhardt', ' David Raksin', ' Louis R. Loeffler', ' Leland Fuller', ' Lyle R. Wheeler']",English,American,red
174,Shadow of a Doubt,1943,100,89.0,Classics,"crime, drama, mystery and thriller",PG,English,,1h 48m,Alfred Hitchcock,['Jack H. Skirball'],"['Thornton Wilder', ' Sally Benson', ' Alma Reville']","['Teresa Wright', ' Joseph Cotten', ' Hume Cronyn', ' Macdonald Carey', ' Henry Travers', ' Patricia Collinge', ' Edna May Wonacott', ' Wallace Ford', ' Irving Bacon', ' Charles Bates', ' Alfred Hitchcock', ' Gordon McDonell', ' Thornton Wilder', ' Sally Benson', ' Alma Reville', ' Jack H. Skirball', ' Dimitri Tiomkin', ' Joseph A. Valentine', ' Milton Carruth', ' Robert F. Boyle']",English,American,red
175,A Hard Day's Night,1964,98,89.0,Classics,"comedy, musical",G,English,,1h 23m,Richard Lester,['Walter Shenson'],['Alun Owen'],"['The Beatles', ' Wilfrid Brambell', ' Norman Rossington', ' Victor Spinetti', ' Anna Quayle', ' Deryck Guyler', ' Eddie Malin', ' Robin Ray', ' Richard Lester', ' Alun Owen', "" Dennis O'Dell"", ' Walter Shenson', ' John Lennon', ' Paul McCartney', ' Gilbert Taylor', ' John Jympson', ' Ray Simm']",English,British,red
176,Top Hat,1935,100,91.0,Classics,"romance, musical",,English,,1h 39m,Mark Sandrich,['Pandro S. Berman'],"['Károly Nóti', ' Allan Scott']","['Fred Astaire', ' Ginger Rogers', ' Edward Everett Horton', ' Helen Broderick', ' Eric Blore', ' Erik Rhodes', ' Mark Sandrich', ' Aladar Laszlo', ' Allan Scott', ' Dwight Taylor', ' Pandro S. Berman', ' Irving Berlin', ' William Hamilton', ' Carroll Clark']",English,American,red
177,North by Northwest,1959,99,94.0,Classics,mystery and thriller,,English,,2h 16m,Alfred Hitchcock,['Alfred Hitchcock'],['Ernest Lehman'],"['Cary Grant', ' Eva Marie Saint', ' James Mason', ' Leo G. Carroll', ' Martin Landau', ' Jessie Royce Landis', ' Philip Ober', ' Adam Williams', ' Josephine Hutchinson', ' Edward Platt', ' Alfred Hitchcock', ' Ernest Lehman', ' Herbert Coleman', ' Alfred Hitchcock', ' Bernard Herrmann', ' Robert Burks', ' George Tomasini', ' Robert F. Boyle', ' William A. Horning', ' Merrill Pye']",English,American,red
178,The Philadelphia Story,1940,100,93.0,Classics,romance,,English,,1h 52m,George Cukor,['Joseph L. Mankiewicz'],"['Philip Barry', ' Donald Ogden Stewart', ' Waldo Salt']","['Cary Grant', ' Katharine Hepburn', ' James Stewart', ' Ruth Hussey', ' Roland Young', ' John Halliday', ' Virginia Weidler', ' Mary Nash', ' Henry Daniell', ' George Cukor', ' Donald Ogden Stewart', ' Waldo Salt', ' Joseph L. Mankiewicz', ' Franz Waxman', ' Joseph Ruttenberg', ' Frank Sullivan', ' Cedric Gibbons', ' Edwin B. Willis']",English,American,red
179,12 Angry Men,1957,100,97.0,Classics,drama,,English,,1h 35m,Sidney Lumet,"['Henry Fonda', ' Reginald Rose']",['Reginald Rose'],"['Henry Fonda', ' Lee J. Cobb', ' E.G. Marshall', ' Jack Klugman', ' Martin Balsam', ' Joseph Sweeney', ' George Voskovec', ' Robert Webber', ' Sidney Lumet', ' Henry Fonda', ' Reginald Rose', ' Reginald Rose', ' Boris Kaufman', ' Carl Lerner']",English,American,red
180,Bride of Frankenstein,1935,98,87.0,Classics,horror,,English,,1h 15m,James Whale,['Carl Laemmle Jr.'],"['William Hurlbut', ' John L. Balderston', ' Mary Shelley']","['Boris Karloff', ' Elsa Lanchester', ' Colin Clive', ' Valerie Hobson', ' O.P. Heggie', "" Una O'Connor"", ' Ernest Thesiger', ' Gavin Gordon', ' Douglas Walton', ' E.E. Clive', ' James Whale', ' William Hurlbut', ' John L. Balderston', ' Carl Laemmle Jr.', ' Franz Schubert', ' Franz Waxman', ' John J. Mescall', ' Ted J. Kent', ' Charles D. Hall']",English,American,red
181,Chinatown,1974,99,93.0,Classics,"crime, drama",R,English,,2h 11m,Roman Polanski,['Robert Evans'],"['Robert Towne', ' Roman Polanski']","['Jack Nicholson', ' Faye Dunaway', ' John Huston', ' Perry Lopez', ' John Hillerman', ' Darrell Zwerling', ' Diane Ladd', ' Roy Jenson', ' Roman Polanski', ' Dick Bakalyan', ' Roman Polanski', ' Robert Towne', ' Roman Polanski', ' Robert Evans', ' Jerry Goldsmith', ' Brian Hooker', ' John A. Alonzo', "" Sam O'Steen"", ' Jane Feinberg']",English,American,red
182,A Streetcar Named Desire,1951,98,90.0,Classics,drama,PG,English,,2h 2m,Elia Kazan,['Charles K. Feldman'],['Tennessee Williams'],"['Marlon Brando', ' Vivien Leigh', ' Kim Hunter', ' Karl Malden', ' Rudy Bond', ' Nick Dennis', ' Peg Hillias', ' Wright King', ' Richard Garrick', ' Mickey Kuhn', ' Elia Kazan', ' Oscar Saul', ' Tennessee Williams', ' Tennessee Williams', ' Charles K. Feldman', ' Alex North', ' David Weisbart', ' George James Hopkins']",English,American,red
183,The Lady Eve,1941,100,87.0,Classics,romance,,English,,1h 37m,Preston Sturges,['Paul Jones'],"['Monckton Hoffe', ' Preston Sturges']","['Barbara Stanwyck', ' Henry Fonda', ' Charles Coburn', ' Eugene Pallette', ' William Demarest', ' Eric Blore', ' Melville Cooper', "" Martha O'Driscoll"", ' Janet Beecher', ' Robert Greig', ' Preston Sturges', ' Monckton Hoffe', ' Preston Sturges', ' Victor Milner', ' Stuart Gilmore', ' Hans Dreier', ' Ernst Fegté', ' Edith Head']",English,American,red
184,The Lady Vanishes,1938,98,88.0,Classics,mystery and thriller,,English (United Kingdom),,1h 37m,Alfred Hitchcock,['Edward Black'],,"['Margaret Lockwood', ' Michael Redgrave', ' Dame May Whitty', ' Paul Lukas', ' Googie Withers', ' Cecil Parker', ' Linden Travers', ' Catherine Lacey', ' Naunton Wayne', ' Basil Radford', ' Alfred Hitchcock', ' Sidney Gilliat', ' Frank Launder', ' Edward Black', ' Louis Levy', ' Jack E. Cox', ' Alex Vetchinsky']",English (United Kingdom),American,red
